I, [2016-10-27T17:36:31.238180 #15720]  INFO -- : Started GET "/locations/visited_locations" for 127.0.0.1 at 2016-10-27 17:36:31 -0700
F, [2016-10-27T21:04:41.740624 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:04:41.741625 #7036] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:04:41.742626 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:04:41.742626 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:04:41.742626 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:04:41.742626 #7036] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:04:41.742626 #7036] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:04:41.742626 #7036] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:04:41.742626 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:04:41.742626 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:04:41.742626 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:04:45.277194 #7036]  INFO -- : Started GET "/locations/show_near" for 127.0.0.1 at 2016-10-27 21:04:45 -0700
I, [2016-10-27T21:04:45.278695 #7036]  INFO -- : Processing by LocationsController#show_near as HTML
I, [2016-10-27T21:04:45.397815 #7036]  INFO -- :   Rendering locations/show_near.html.haml within layouts/application
I, [2016-10-27T21:04:45.638083 #7036]  INFO -- :   Rendered locations/show_near.html.haml within layouts/application (240.3ms)
I, [2016-10-27T21:04:45.641085 #7036]  INFO -- : Completed 200 OK in 362ms (Views: 265.7ms | ActiveRecord: 0.0ms)
I, [2016-10-27T21:05:13.692852 #7036]  INFO -- : Started GET "/locations/new" for 127.0.0.1 at 2016-10-27 21:05:13 -0700
I, [2016-10-27T21:05:13.693853 #7036]  INFO -- : Processing by LocationsController#new as HTML
I, [2016-10-27T21:05:13.707862 #7036]  INFO -- :   Rendering locations/new.html.haml within layouts/application
I, [2016-10-27T21:05:13.710864 #7036]  INFO -- :   Rendered locations/new.html.haml within layouts/application (2.0ms)
I, [2016-10-27T21:05:13.710864 #7036]  INFO -- : Completed 200 OK in 17ms (Views: 4.0ms | ActiveRecord: 0.0ms)
I, [2016-10-27T21:05:31.583082 #7036]  INFO -- : Started POST "/locations" for 127.0.0.1 at 2016-10-27 21:05:31 -0700
I, [2016-10-27T21:05:31.584082 #7036]  INFO -- : Processing by LocationsController#create as HTML
I, [2016-10-27T21:05:31.637134 #7036]  INFO -- :   Parameters: {"utf8"=>"✓", "authenticity_token"=>"02t7np3Ooa0o+MBLzSWF0l+JZ3ooEGaQfbfqLEzuSqNvYBELOhwO0YftbzCPi2GqFcn1yjarMo7a1PIM8u/4EA==", "location"=>{"latitude"=>"31", "longitude"=>"-116", "name"=>"ccc", "description"=>"1"}, "commit"=>"Save Changes"}
I, [2016-10-27T21:05:31.775886 #7036]  INFO -- : Redirected to http://127.0.0.1:3000/locations
I, [2016-10-27T21:05:31.775886 #7036]  INFO -- : Completed 302 Found in 139ms (ActiveRecord: 0.0ms)
I, [2016-10-27T21:05:31.789895 #7036]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 21:05:31 -0700
F, [2016-10-27T21:05:31.790896 #7036] FATAL -- :   
F, [2016-10-27T21:05:31.790896 #7036] FATAL -- : AbstractController::ActionNotFound (The action 'locations' could not be found for LocationsController):
F, [2016-10-27T21:05:31.790896 #7036] FATAL -- :   
F, [2016-10-27T21:05:31.790896 #7036] FATAL -- : actionpack (5.0.0.1) lib/abstract_controller/base.rb:121:in `process'
F, [2016-10-27T21:05:31.791896 #7036] FATAL -- : actionview (5.0.0.1) lib/action_view/rendering.rb:30:in `process'
F, [2016-10-27T21:05:31.791896 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:190:in `dispatch'
F, [2016-10-27T21:05:31.791896 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:05:31.791896 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:05:31.791896 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:05:31.791896 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:05:31.791896 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:05:31.792897 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:05:31.793898 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:05:35.391814 #7036]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 21:05:35 -0700
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- :   
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : AbstractController::ActionNotFound (The action 'locations' could not be found for LocationsController):
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- :   
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionpack (5.0.0.1) lib/abstract_controller/base.rb:121:in `process'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionview (5.0.0.1) lib/action_view/rendering.rb:30:in `process'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:190:in `dispatch'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:05:35.393815 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:05:35.394815 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:05:35.395817 #7036] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:05:35.395817 #7036] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:05:35.395817 #7036] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:05:35.395817 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:05:35.395817 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:05:35.395817 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:05:36.935628 #7036]  INFO -- : Started GET "/locations" for 127.0.0.1 at 2016-10-27 21:05:36 -0700
F, [2016-10-27T21:05:36.937632 #7036] FATAL -- :   
F, [2016-10-27T21:05:36.937632 #7036] FATAL -- : AbstractController::ActionNotFound (The action 'locations' could not be found for LocationsController):
F, [2016-10-27T21:05:36.937632 #7036] FATAL -- :   
F, [2016-10-27T21:05:36.937632 #7036] FATAL -- : actionpack (5.0.0.1) lib/abstract_controller/base.rb:121:in `process'
F, [2016-10-27T21:05:36.937632 #7036] FATAL -- : actionview (5.0.0.1) lib/action_view/rendering.rb:30:in `process'
F, [2016-10-27T21:05:36.937632 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:190:in `dispatch'
F, [2016-10-27T21:05:36.937632 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_controller/metal.rb:262:in `dispatch'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:50:in `dispatch'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:32:in `serve'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:39:in `block in serve'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `each'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/journey/router.rb:26:in `serve'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/routing/route_set.rb:725:in `call'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : rack (2.0.1) lib/rack/etag.rb:25:in `call'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : rack (2.0.1) lib/rack/conditional_get.rb:25:in `call'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : rack (2.0.1) lib/rack/head.rb:12:in `call'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:222:in `context'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : rack (2.0.1) lib/rack/session/abstract/id.rb:216:in `call'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/cookies.rb:613:in `call'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:38:in `block in call'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:97:in `__run_callbacks__'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:750:in `_run_call_callbacks'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/callbacks.rb:90:in `run_callbacks'
F, [2016-10-27T21:05:36.938630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/callbacks.rb:36:in `call'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/remote_ip.rb:79:in `call'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:49:in `call'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2016-10-27T21:05:36.939630 #7036] FATAL -- : activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-10-27T21:05:36.940632 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-10-27T21:05:36.940632 #7036] FATAL -- : actionpack (5.0.0.1) lib/action_dispatch/middleware/static.rb:136:in `call'
F, [2016-10-27T21:05:36.940632 #7036] FATAL -- : rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-10-27T21:05:36.940632 #7036] FATAL -- : railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-10-27T21:05:36.940632 #7036] FATAL -- : rack (2.0.1) lib/rack/handler/webrick.rb:86:in `service'
F, [2016-10-27T21:05:36.940632 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:140:in `service'
F, [2016-10-27T21:05:36.940632 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/httpserver.rb:96:in `run'
F, [2016-10-27T21:05:36.940632 #7036] FATAL -- : C:/Ruby23-x64/lib/ruby/2.3.0/webrick/server.rb:296:in `block in start_thread'
I, [2016-10-27T21:05:39.408766 #7036]  INFO -- : Started GET "/locations/" for 127.0.0.1 at 2016-10-27 21:05:39 -0700
